Last_First,First_Last,info,location,latitude,longitude
"WILLIAMS, HERBERT LEE",HERBERT LEE WILLIAMS,"oberts, 1948. Children:Three. Education:Murray State College, B.A., 1940 University of Mississippi, M.A., 1941, Ph.D., 1955. Taugh",,,
"BATES, JAMES LEONARD",JAMES LEONARD BATES,"y Pettit, 1942 children: two. Education:Wake Forest, B.A., 1941 University of North Carolina, M.A., 1946, Ph.D., 1952. Military se",,,
"BLACKWELL, ANNIE LOUISE",ANNIE LOUISE BLACKWELL,"n:May 7, 1919, Benmore, Miss. Education:Twentieth Century Business College, 1937-39 University of Houston, B.A., 1951 Florida Stat",,,
"BOGGS, JAMES",JAMES BOGGS,"d: Grace Lee, April 20, 1953. Education:Public schools in Bessemer. Worked as a field hand ice cutter and for the Works Project Ad",,,
"BREYER, BERNARD RICH",BERNARD RICH BREYER,"ee. Married Betty Jane Slemp. Education:Vanderbilt University, B.A., 1939 Louisiana State University, M.A., 1940 University of Vir",,,
"DALAND, ROBERT THEODORE",ROBERT THEODORE DALAND,"wina Nary, November 20, 1979. Education:Milton College, B.A., 1942 University of Wisconsin, M.A., 1947 Ph.D. 1952. US Army service",,,
"DOBBINS, AUSTIN CHARLES",AUSTIN CHARLES DOBBINS,"d Willis, 1947. Children:Two. Education:Mississippi College, B.A., 1941 University of North Carolina, M.A., 1948 Ph.D., 1950. Serv",,,
"GREER, VIRGINIA BRADFORD",VIRGINIA BRADFORD GREER,"er 23, 1936. Children: three. Education:diploma, Newspaper Institute of America, 1952. Reporter for Mobile Register, 1954-1955, 19",,,
"HELM, THOMAS WILLIAM",THOMAS WILLIAM HELM,"n Hunter, September 30, 1943. Education:Birmingham Southern College. Served in US Navy, WWII received a citation for bravery at Pe",,,
"HENDERSON, JOHN STEELE",JOHN STEELE HENDERSON,"ust 24, 1946. Children: four. Education:University of North Carolina, A.B., 1929 M.A., 1943 Louisiana State University, Ph.D., 194",,,
"HUNT, MARY FASSETT",MARY FASSETT HUNT,"Earl G. Jensen, June 6, 1955. Education:University of Chicago, Ph.D. Birmingham Southern College, M.A. Wallace Stegner Creative Wr",,,
"STYLES, DAISY MADARIS",DAISY MADARIS STYLES,"Teacher college instructor of education. Born:Monticello (Pike County), December 13, 1919. Parents:Charlie Thomas Madaris and Matt",,,
"WYNN, DANIEL WEBSTER",DANIEL WEBSTER WYNN,"llian Robinson. Children:Two. Education:Langston University, A.B., 1941 Howard University, B.D. 1944, A.M. 1945 Boston University,",,,
"BOWEN, ROBERT OWEN",ROBERT OWEN BOWEN,"abama, B.A., 1948, M.A., 1950 studied on a Fulbright Fellowship at the University College of North Wales, 1952-1953. Served in the",,,
"CAMBRON, JAMES WILLIAM",JAMES WILLIAM CAMBRON," March 9, 1945. Children:Two. Education:Public schools of Buncombe, N.C. Military service WWII. Employed in the printing business.",,,
"EVERETT, DONALD EDWARD",DONALD EDWARD EVERETT,"tember 4, 1949, Children Two. Education University of Florida, B.A., 1941 Tulane University, M.A., 1950 Ph.D., 1952. Served in U.S",,,
"FRYE, RICHARD NELSON",RICHARD NELSON FRYE,"riedEden Naby.  Childrentwo.  Education University of Illinois, A.B., 1939 Harvard University, M.A., 1940 Ph.D., 1946 post-doctora",,,
"GALLANT, THOMAS GRADY",THOMAS GRADY GALLANT,"46. Children:Three. Education:Studied at Emory University, 1939-1941, 1946-1947. Served in US Marine Corps, 1941-1945. Editor, Cle",,,
"GLAZE, ANDREW, III","ANDREW GLAZE, III","., and Mildred (Ezell) Glaze. Education:Harvard College, B.A., 1942 Stanford University, 1946. US Army Air Force, WWII. Married:Do",,,
"METCALF, CLAYTON GILLIS",CLAYTON GILLIS METCALF,"pril 6, 1947. Children:Three. Education:Associate of Arts, 1941 B.S., University of Florida, 1946. Employed by US Army, World War ",,,
"ROBINSON, CAUSTON HENRY",CAUSTON HENRY ROBINSON,"April 13, 1942. Children:Two. Education:G.E.D. through USA.F.I. test Erlangen University, University of Hawaii, University of Mary",,,
"SMITH, MURPHY DEWITT, JR.","MURPHY DEWITT SMITH, JR.","sity of Tennessee, B.A., M.A. studied at University of Pennsylvania. Manuscript librarian at American Philosophical Society Librar",,,
"WITT, EDWIN T.",EDWIN T. WITT,"etree Witt. Married:Cordelia. Education: Miles College, B.A., 1943 Meharry Medical College, M.D., 1946 interned at Harlem Hospital",,,
"BALLARD, JAMES CLARENCE",JAMES CLARENCE BALLARD,d during the Korean Conflict. Education:University of Virginia and St John's College in Annapolis. Lived in Virginia and in Atlant,,,
"CARTER, JOHN THOMAS",JOHN THOMAS CARTER,"March 16, 1946. Children:Two. Education:Mississippi State University, B.S. University of Tennessee, M.S, 1948 University of Illino",,,
"EMERSON, O. B.",O. B. EMERSON,"O.B. and Lola (Bibb) Emerson. Education Lambuth College, B.A., 1943 Vanderbilt University, M.A., 1946 Ph.D., 1962. Taught English ",,,
"FRYE, ROLAND MUSHAT",ROLAND MUSHAT FRYE,"nuary 11, 1947. Children One. Education Princeton University, A.B., 1943, M.A., 1950, Ph.D., 1952 additional study, Princeton Theo",,,
"GENTRY, DOROTHY DEAN FREE",DOROTHY DEAN FREE GENTRY,NOT FOUND,,,
"JOHNS, JOHN EDWIN",JOHN EDWIN JOHNS,"ust 23, 1947. Children:Three. Education:Furman University, A.B., 1947 University of North Carolina, M.A., 1948, Ph.D., 1959. US Ar",,,
"LAVENDER, WILLIAM",WILLIAM LAVENDER,"Kanitz, 1949. Children:Three. Education:Birmingham Southern College, B.Mus., 1946 University of Southern California, M.Mus., 1949.",,,
"LOVVORN, ALICE REBECCA",ALICE REBECCA LOVVORN,"ie Madonna (Traylor) Lovvorn. Education:Handley High School, Roanoke School of Nursing, Piedmont Hospital, Atlanta, Ga. Joined the",,,
"LYMAN, WILLIAM JOHNSTON, JR.","WILLIAM JOHNSTON LYMAN, JR.","n and Marguerite Getaz Lyman. Education:Ramsey High School Davidson College, 1943 the Officer's Candidate School at Fort Benning, ",,,
"MANN, MALCENA CATHERINE CLEEK",MALCENA CATHERINE CLEEK MANN,", May 14, 1949. Children:One. Education:Mary Washington College graduate work, American University. Employed by War Department, 19",,,
"RIDGELY, JOSEPH VINCENT",JOSEPH VINCENT RIDGELY,"omerset, 1956. Children: one. Education University of Florida, B. A., 1942, M.A., 1946 Johns Hopkins University, Ph. D., 1956. Mil",,,
"SHEPARD, TAZEWELL TAYLOR, JR.","TAZEWELL TAYLOR SHEPARD, JR.","a Ann Sparkman. Children:One. Education: US Naval Academy, B.S. US Naval Postgraduate School, M.S. U.C.L.A., M.S. Entered Navy as ",,,
"SMITH, FRANCES SCOTT FITZGERALD",FRANCES SCOTT FITZGERALD SMITH,"n:Three. Married:Grove Smith. Education:Vassar College, B.A., 1942.. Wrote for Washington Post and New York Times contributed to s",,,
"VANSWORD, ROBERT CYPRIAN",ROBERT CYPRIAN VANSWORD,"6, 1921, in Przemysl, Poland. Education:J. Slowacki College, B.A., 1939 State Teachers College, Poland, B.S., 1940 University of L",,,
"YOLTON, JOHN WILLIAM",JOHN WILLIAM YOLTON,"tember 5, 1945. Children:Two. Education:University of Cincinnati, B.A., 1945 M.A. 1946 University of California, Berkeley Balliol ",,,
"CARTER, FRANCES TUNNELL",FRANCES TUNNELL CARTER,"March 16, 1946. Children:Two. Education:Attended Blue Mountain College Wood Junior College, A.A., 1942 University of Southern Miss",,,
"DANIEL, THOMAS WALTER, JR.","THOMAS WALTER DANIEL, JR.","une 15, 1948. Children:Three. Education:attended Port Arthur College, TX, 1946-1947 University of Florida, B.S., 1952. Served in U",,,
"DODD, WYNELLE S.",WYNELLE S. DODD,NOT FOUND,,,
"JERNIGAN, MARY (POLLY) SAMFORD",MARY (POLLY) SAMFORD JERNIGAN,NOT FOUND,,,
"KING, RICHARD G.",RICHARD G. KING," June 21, 1944. Children:Two. Education:Williams College, A.B., 1943 Harvard University, M.A., 1950, Ed.D., 1958. US Navy Submarin",,,
"STEPHENS, GERTRUDE LOUISE JOHNSON",GERTRUDE LOUISE JOHNSON STEPHENS,1947. Children:One. Education:studied at American University (Washington). Employed by Alabama State Vocational Rehabilitation Ser,,,
"SUGG, REDDING STANCILL, JR.","REDDING STANCILL SUGG, JR.","d:Helen White, Aug. 23, 1965. Education:University of North Carolina, A.B. University of Texas, M.A., 1943 Ph.D. 1952. Served in U",,,
"WELCH, JOSEPH EDMUND",JOSEPH EDMUND WELCH,":
Professor of Physical Education. Born:December 4, 1922, in Selma, Ala. Parents:William Pressley and Lucile (Burt) Welch. M",,,
"WHITE, DAVID HART",DAVID HART WHITE,NOT FOUND,,,
"WRIGHT, MILDRED SULSER",MILDRED SULSER WRIGHT," July 13, 1944. Children:One. Education:Woodlawn High School, Birmingham 1939. Worked for Lee McGriff, Inc. Davis & Major, Inc., B",,,
"BALL, RICHARD WILLIAM",RICHARD WILLIAM BALL,"gust 16, 1923, Streator, Ill. Education:University of Illinois, B.A., 1944, M.A., 1945, Ph.D. in mathematics, 1948. Taught mathema",,,
"BARRETT, HENRY CHARLES",HENRY CHARLES BARRETT,"labama, B.S., 1948, M.A. 1949 studied at Juillard School of Music Columbia University.  US Navy, WWII. Taught at the University of",,,
"BIDERMAN, ALBERT D.",ALBERT D. BIDERMAN,"mber 9, 1951. Children:Three. Education:New York University, A.B., 1947 University of Chicago, M.A., 1952, Ph.D., 1964. US Army, W",,,
"BUTLER, MARY KIMBRO",MARY KIMBRO BUTLER,"ber 12, 1940. Children:Three. Education:Dozier High School, 1939. Wrote for the Tallassee Tribune, Wetumpka Herald, and the Alabam",,,
"CATER, SILAS DOUGLASS",SILAS DOUGLASS CATER,"mber 20, 1950. Children:Four. Education:Harvard University, A.B., 1947, M.A., 1948 Guggenheim Fellow, 1955, Eisenhower Exchange Fe",,,
"DICKSON, THOMAS INCHES, JR.","THOMAS INCHES DICKSON, JR.","ember 28,1948. Children: two. Education:University of Texas, B.A., 1943 M.A., 1948 Ph.D., 1951. Worked as research associate in ta",,,
"GARRARD, JEANNE",JEANNE GARRARD,"S. Ebersole, October 1, 1957. Education:Study at Stetson University, 1940-1942 Lindsey Hopkins Hotel School, 1959 divorced 1960. W",,,
"JOHNSON, ROBERT ERWIN",ROBERT ERWIN JOHNSON,"ian Ellis, December 19, 1959. Education:University of Oregon, B.A., 1951, M.A., 1953 Claremont Graduate School, Ph.D., 1956. US Co",,,
"LAW, VIRGINIA",VIRGINIA LAW,"ee. Married: Donald L. Shell. Education:Asbury College, 1941-1942, 1947-1948 Florida State University, B.S., 1962 Scarritt College",,,
"MAUND, ALFRED THOMAS, JR.","ALFRED THOMAS MAUND, JR.","y Dodson, 1948. Children:One. Education:B.A., Tulane University, 1944 M.A., 1948. USNavy, WWII. Employed as teacher, Livingston St",,,
"McLEOD, GROVER STEPHEN",GROVER STEPHEN McLEOD,", May 4, 1947. Children:Four. Education:Birmingham Southern College, University of Western Australia School of Law, University of ",,,
"PEARSALL, MARION",MARION PEARSALL," Anna Laura (White) Pearsall. Education:University of New Mexico, B.A., 1944 University of California at Berkeley, Ph.D., 1950. Ta",,,
"SPAIN, RUFUS BUIN",RUFUS BUIN SPAIN,"nna, Dec. 1958. Children:Two. Education:diploma from Clarke Memorial Junior College (Miss.) Mississippi College, B.A. Vanderbilt U",,,
"ALEXANDER, MARY JO",MARY JO ALEXANDER,"March 2, 1941. Children:Four. Education:Fyffe High School, 1941 Snead State Junior College, 1966. Worked for the Chamber of Commer",,,
"BONNER, WILLIAM HOMER",WILLIAM HOMER BONNER,"ember 20, 1969. Children:Two. Education:Livingston University, B.S., 1948 University of Tennessee, M.S., 1953 Ohio State Universit",,,
"CRAMER, DALE LEWIS",DALE LEWIS CRAMER,"ust 30, 1946. Children:Three. Education:Bradley University, B.S., 1949 M.A., 1951 Louisiana State University, Ph.D., 1958. Served ",,,
"DENTON, JEREMIAH ANDREW, JR.","JEREMIAH ANDREW DENTON, JR.","June 6, 1946. Children:Seven. Education:Attended Spring Hill College, 1942-1943 US Naval Academy, B.S., 1946 George Washington Uni",,,
"GARRETT, ALLEN McCAIN",ALLEN McCAIN GARRETT,"June 5, 1948. Children:Three. Education:University of North Carolina, A.B., 1947, M.A., 1949, Ph.D., 1952. Served in the U. S. Nav",,,
"GRIFFIN, MARY CLAIRE",MARY CLAIRE GRIFFIN,"and Mary Sue (Kirby) Griffin. Education:Winthrop College, B.S., 1945 University of Tennessee, M.S., 1948 Ohio State University, Ph",,,
"KHATRI, ABDULLAH AHMED",ABDULLAH AHMED KHATRI," Aug. 25, 1967. Children:Two. Education:Bombay University, B.A., 1946, LL.B., 1948, M.A., 1949, M.Sc., 1956 University of London, ",,,
"LINCOLN, CHARLES ERIC",CHARLES ERIC LINCOLN," Children:two. US Navy, WWII. Education:Lemoyne College, A.B., 1947 Fisk University, A.M., 1954 University of Chicago, B.D., 1956 ",,,
"LUCIER, MAYME RUTH McCONNELL",MAYME RUTH McCONNELL LUCIER,"ber 14, 1944. Children:Three. Education:Nazareth College, Saint Barnard College, Alabama A & M College. Employed Catholic School S",,,
"SAMUEL, WILLIAM LEVEY",WILLIAM LEVEY SAMUEL,night in 1977. Children:Four. Education:Gulf Coast Military Academy attended Birmingham Southern College. Officer in Infantry of W,,,
"SMALL, ROBERT VAN DYKE",ROBERT VAN DYKE SMALL,"B.A. Atlanta University, M.A. studied at Rutgers University. In US Army, 1943-1945 research assistant at Atlanta University, 1950-",,,
"THOMPSON, JAMES JOSEPH",JAMES JOSEPH THOMPSON,"in Belfast, Northern Ireland. Education:Wagner College, B.A. Columbia University, M.A. University of Florida, Ed.D. Taught music i",,,
"BAKLANOFF, ERIC NICHOLAS",ERIC NICHOLAS BAKLANOFF,"oy Driskell. Children: three. Education:Antioch College, 1943-1944 Ohio State University, B.A., 1949, M.A., 1950 Ph.D., 1958. Serv",,,
"CARTER, ASA EARL",ASA EARL CARTER,Thelma Walker. Children:four. Education: Attended the School of Journalism at the University of Colorado for one year. Served in t,,,
"CHASTAIN, ELIJAH DENTON",ELIJAH DENTON CHASTAIN,"ugust 25, 1956. Children:Two. Education:Clemson University, B.S., 1947 Cornell University, M.S., 1948 Purdue University, Ph.D., 19",,,
"COOK, JAMES GRAHAM",JAMES GRAHAM COOK," Married:Betsy Blanton, 1957. Education:University of Southern California, A.B. San Francisco State College, M.A. Military service",,,
"FLOYD, DENNIS STEWART",DENNIS STEWART FLOYD,"nd Annie Mae (Stewart) Floyd. Education A.M.E. Church School and Lakeview School in Guntersville Central State College in Ohio, B.",,,
"FOREMAN, MARY DOUGLAS FUNDABURK",MARY DOUGLAS FUNDABURK FOREMAN,"niversity, B.F.A., 1946. Also studied at Troy State Teachers College and Columbia University.
",,,
"GAMBEL, JOHNNIE GENEVA RODEN DOLE",JOHNNIE GENEVA RODEN DOLE GAMBEL,"r. Married:E. Anthony Gambel. Education:Coffee High School, graduated 1942 Larrimore Business College additional study at the Univ",,,
"GILMORE, J. HERBERT, JR.","J. HERBERT GILMORE, JR.","rt and Mabel (Doyal) Gilmore. Education:Carson-Newman College, B.A., 1945 George Peabody College, M.A., 1949 Southern Baptist Theo",,,
"HEBSON, ANN HELLEBUSCH",ANN HELLEBUSCH HEBSON,"obert S. Levy, July 31, 1976. Education:University of Louisville, 1941-1943 Grinnell College, B.A., 1947. Social worker, Iowa Stat",,,
"JONES, MADISON PERCY, JR.","MADISON PERCY JONES, JR.","ruary 5, 1951. Children:Five. Education:Vanderbilt University, A.B., 1949 A.M., 1951 University of Florida, post-graduate study, 1",,,
"LEWIS, JESSE J.",JESSE J. LEWIS,"n Merriweather. Children:Two. Education:Withdrew from high school to join the army, then worked for B.F. Goodrich Company while co",,,
"RUIZ-FORNELLS, ENRIQUE",ENRIQUE RUIZ-FORNELLS,"ynthia Young, March 21, 1959. Education:University of Seville, B.A., 1944 International University in Menendez Pelayo, 1950 Offici",,,
"SAUNDERS, HARRIS, JR.","HARRIS SAUNDERS, JR."," Aug. 9, 1949. Children:Five. Education:Georgia Institute of Technology, M.S. (M.E.), 1945. U. S. Navy, WWII. Executive positions ",,,
"ABERNATHY, RALPH DAVID",RALPH DAVID ABERNATHY,NOT FOUND,,,
"BELL, ROBERT EUGENE",ROBERT EUGENE BELL,"and Jessie Irene Adkins Bell. Education:Birmingham Southern College, B.A., 1950 Harvard University, M.A. in English, 1951 Louisian",,,
"BILLINGSLEY, ANDREW",ANDREW BILLINGSLEY,"y Loretta Tate. Children:two. Education:Grinnell College, A.B., 1951 Boston University, M.S., 1956 University of Michigan, M.A., 1",,,
"BOEHLKE, FREDERICK JOHN, JR.",FREDERICK JOHN BOEHLKE JR.,"Freda Margaret Riess Boehlke. Education:University of Pennsylvania, A.B., M.A., Ph.D., 1958 Eastern Baptist Theological Seminary, ",,,
"BROWN, WALLACE LAMAR",WALLACE LAMAR BROWN,"bby Jean Green. Children:Two. Education:Troy High School, 1944. University of OKhoma, Masters degree in engineering, 1964. Served ",,,
"EDWARDS, GWEN ANDERS",GWEN ANDERS EDWARDS,"Thomas Edwards. Children Two. Education Tennessee Technical Institute. President of Athens P.T.A., 1950. Died May 21, 1977.
",,,
"HARRIS, MARY IMOGENE",MARY IMOGENE HARRIS,"d Anne Bert McWhorter Harris. Education:Central State University, Edmund, OK., B.A., 1947 M.A., Northwestern University, 1949 Univ",,,
"KELLY, RILEY NICHOLAS",RILEY NICHOLAS KELLY,"and Rosalie (Nicholas) Kelly. Education Emory University, B.A., 1949. U.S. Navy, 1943-1946 teacher, Veterans Administration, 1950-",,,
"LIDE, NEOMA JEWELL LAWHON",NEOMA JEWELL LAWHON LIDE,"ber 12, 1950. Children:Three. Education:Draughon Business College University of Texas Jefferson Hillman School of Nursing, Birming",,,
"McFARLAND, THOMAS ALFRED, JR.","THOMAS ALFRED McFARLAND, JR.","ucille (Sylvester) McFarland. Education:A.B., Harvard University, 1949 Yale, M.A., 1951 Ph.D., 1953 Fulbright scholar, University ",,,
"MILES, EDWIN ARTHUR",EDWIN ARTHUR MILES,"t Percy and Ida (Duke) Miles. Education:B.A., Birmingham Southern College, 1948 M.A., 1949 Ph.D., University of North Carolina, 19",,,
"WINTER, ADALEE DUCKETT",ADALEE DUCKETT WINTER,"mber 24, 1944. Children:Four. Education:University of South Carolina, 1941-1944. Owned Needlework shop, Tuscaloosa, 1975-1981 awar",,,
"BURNETTE, OLLEN LAWRENCE, JR.",OLLEN LAWRENCE BURNETTE JR.,"A. MacRitchie, June 10, 2000. Education:University of Richmond, B.A. University of Virginia, M.A., 1948, Ph.D., 1952. U. S. Navy, ",,,
"CORUM, BETTY JO",BETTY JO CORUM,":
Church director of education denominational executive. Born:February 11, 1927, Knoxville, Tenn. Parents:W. W. and Mary ",,,
"DUNCAN, BENJAMIN DILLARD",BENJAMIN DILLARD DUNCAN,"November 8, 1927, Birmingham. Education:University of New Mexico, B.A. Christ Church College of Oxford University, M.A. Served in ",,,
"KING, CORETTA SCOTT",CORETTA SCOTT KING,"June 18, 1953. Children:Four. Education:Antioch College, B.A. New England Conservatory of Music, B.Mus. Voice instructor, Morris B",,,
"LOWRY, INA FINCHER",INA FINCHER LOWRY,"December 1946. Children:four. Education:Greenville High School Troy State Teachers College. Lived in Andalusia. Died November 9, 1",,,
"McDONALD, FORREST",FORREST McDONALD,"ugust 1, 1963. Children: six. Education:B.A., M.A., Ph.D.,(1955), University of Texas at Austin. Employed as a research training f",,,
"PITTMAN, JAMES A., JR.","JAMES A. PITTMAN, JR.","ng-Chung Shen. Children: two. Education: B.S., Davidson College M.D., Harvard Medical School, 1952. Came to UAB as resident in 195",,,
"SOLOMON, JACK",JACK SOLOMON,"Feb. 5, 1960. Children:Three. Education:Troy State University, B.A. Teachers College, Columbia University, M.A. George Peabody Col",,,
"STODDARD, SANDOL",SANDOL STODDARD,"iam A. Atchley, June 1, 1974. Education:Bryn Mawr, A.B. graduate work at San Francisco State College. Wrote books, some of which b",,,
"THOMAS, MARY MARTHA HOSFORD",MARY MARTHA HOSFORD THOMAS,"Apr. 12, 1949. Children:Five. Education:attended University of Arkansas, 1944-46 Southern Methodist University, B.A., 1948 Univers",,,
"WILLIAMS, DOUGLAS FREDERICK",DOUGLAS FREDERICK WILLIAMS,"y 23, 1927, in Laurium, Mich. Education:Northern Michigan University, B.A., 1950 University of Michigan, M.A., 1953 University of ",,,
"AYERS, JAMES W.",JAMES W. AYERS,"W. and Thelma (Harbin) Ayers. Education:Etowah High School. Self-employed yard worker. Wrote letters, songs, short stories, and ed",,,
"BROWN, MILTON PERRY, JR.",MILTON PERRY BROWN JR. ," April 1, 1950. Children:Two. Education:Birmingham Southern College, B.A., 1950 Louisville Presbyterian Theological Seminary, B.D.",,,
"BUTTERWORTH, EMMA JOSEFA MACALIK",EMMA JOSEFA MACALIK BUTTERWORTH,"ate Opera Company, 1936-1944. Attended the University of Vienna, 1945-1950 beginning in 1947, was a calligrapher, engrosser, and i",,,
"CARROLL, MERLE TILLEY",MERLE TILLEY CARROLL,"ember 16, 1950. Children:Two. Education:Randolph-Macon College, A.B., 1949. Taught in the public schools of Enterprise. Had storie",,,
"DAVIS, NORMAN DUANE",NORMAN DUANE DAVIS,"ta Loudermilk. Children: two. Education:University of Georgia, B.S., 1953 Ohio State University, M.S., 1955 Ph.D. 1957. Taught at ",,,
"ELAM, VERRELL DONALD",VERRELL DONALD ELAM,"ried:Cammie Kathleen Johnson. Attended Bibb County High School earned GED diploma while in prison. Served in US Army, 1946-1947 US",,,
"HAAGEN, VICTOR B.",VICTOR B. HAAGEN,NOT FOUND,,,
"McWHINEY, GRADY",GRADY McWHINEY,"ied:Sue Baca, December, 1947. Education:B.S., Centenary College, 1950 M.A., Louisiana State University, 1951 Ph.D., Columbia, 1960",,,
"SIMMONS, OTIS DAVIS",OTIS DAVIS SIMMONS,"f Kansas, B.M.E, M.M.F, Ph.D. studied with several vocal coaches. US Army 1949-1953 taught Philander Smith College 1955-1958, Texa",,,
"THOMAS, ROSCOE A.",ROSCOE A. THOMAS,"Margie Loretta. Children:One. Education:Catholic University, B.A., M.A., Ph.D. Taught in Washington, D.C., 1959-1961 and 1962-1965",,,
"WALDEN, JOHN CLAYTON",JOHN CLAYTON WALDEN,":
Teacher professor of education. Born:September 15, 1928, in Clinton, Ill. Parents:Carter Bransletter and Trella Bernice (",,,
"ARMOUR, ROLLIN STELY",ROLLIN STELY ARMOUR,"May 30, 1957. Children:Three. Education:Baylor University, B.A., 1950 Southern Baptist Theological Seminary, B.D., 1953 Harvard Un",,,
"CLEVENGER, ERNEST ALLEN, JR.","ERNEST ALLEN CLEVENGER, JR.","ember 17, 1950. Children:Two. Education:David Lipscomb College, B.A., 1951 McKensie College, graduate study, 1953 Harding Graduate",,,
"CRENSHAW, MARY ANN",MARY ANN CRENSHAW,"atherine (Westcott) Crenshaw. Education:Vanderbilt University, B.A. 1951 University of Havana (Cuba), Parsons School of Design. Fa",,,
"KING, MARTIN LUTHER, JR.","MARTIN LUTHER KING, JR.","June 18, 1953. Children:Four. Education:Morehouse College, A.B., 1948 Crozer Theological Seminary, B.D., 1951 Boston University, P",,,
"LAKE, JEAN THOMPSON",JEAN THOMPSON LAKE,"pt. 17, 1950. Children:Three. Education:Troy State University. Worked for Rich's in Atlanta, Ga. First Farmers and Merchants Natio",,,
"LINDSEY, BOBBY L.",BOBBY L. LINDSEY,"ember 4, 1979. Children:Four. Education:University of Colorado, LL.B., 1957. Served in and retired from the US Air Force organized",,,
"MILLER, REX",REX MILLER,"ust 22, 1953. Children:Three. Education:B.A., University of Northern Iowa, 1953 M.A., Northern Colorado University, 1956 Ed.D., St",,,
"PARKER, BETTY JUNE",BETTY JUNE PARKER,"and Jane (Meadows) Persinger. Education:Berea College, B.A., 1950 George Peabody College, M.A., 1956. Married:Franklin Parker, Jun",,,
"PICKLE, HAL BRITTAIN",HAL BRITTAIN PICKLE,"June 27, 1953. Children:Four. Education:North Texas State University, B.A., 1959 M.B.A., 1960 University of Arkansas, Ph.D., 1964.",,,
"PILEGGE, JOSEPH C., JR.","JOSEPH C. PILEGGE, JR.",":Betty Clifton, June 6, 1959. Education:West Virginia University, B.S., 1955 Marshall University, M.A., 1961 University of Marylan",,,
"ROBINSON, LEWIS G.",LEWIS G. ROBINSON,"nuary 10, 1954. Children:Two. Education:Calvin Coolidge College in Boston, LL.B., 1947-1951 Western Reserve University John Marsha",,,
"SHIPPS, JAN BARNETT",JAN BARNETT SHIPPS,"n May 25, 1949. Children:One. Education:Utah State University, B.S. University of Colorado, M.A., Ph.D. Social worker in Chicago a",,,
"SMITH, C. RAY",C. RAY SMITH,"ivorced, 1978) children: one. Education: Kenyon College, B.A., 1951 Yale University, M.A., 1958. Career: Interior Design, New York",,,
"STROTHER, CLAUDIA PATRICK WALLACE",CLAUDIA PATRICK WALLACE STROTHER,"ied:Robert A. Strother, 1980. Education:University of Tennessee, 1947-1951 Columbia University, 1962. Women's program director, WG",,,
"WORRELL, ESTELLE ANSLEY",ESTELLE ANSLEY WORRELL,"orman Worrell. Children:Four. Education:George Peabody College, B.S. Taught art in Atlanta Barstow School, Kansas City, Mo. Costum",,,
"BUTTS, THOMAS LANE",THOMAS LANE BUTTS,"ts. Married:Hilda A. Tidwell. Education:Troy State University, B.A., 1951 Emory University, B.D. Northwestern University, Theology",,,
"CRISPENS, CHARLES GANGLOFF, JR.","CHARLES GANGLOFF CRISPENS, JR.","an A. Crispens. Children:One. Education:Pennsylvania State University, B.S., 1953 Ohio State University, M.S., 1955 Washington Sta",,,
"FELKENES, GEORGE THEODORE",GEORGE THEODORE FELKENES,"eks Hartness, March 24, 1961. Education University of Maryland, B.S., and J.D. California State University at Long Beach, M.A., 19",,,
"GRAF, DOT (DOROTHY JANE) PADGETT",DOT (DOROTHY JANE) PADGETT GRAF," and Louise (Harris) Padgett. Education Mary Washington College Ringling Art School graduated from Art Instruction, Inc., correspo",,,
"HAMMOND, GUYTON BOWERS",GUYTON BOWERS HAMMOND," June 27, 1959. Children:Two. Education:Washington and Lee University, B.A., 1951 Yale University, B.D., 1955 Vanderbilt Universit",,,
"HARRELL, DAVID EDWIN, JR.","DAVID EDWIN HARRELL, JR.","mber 7, 1954. Children: five. Education:David Lipscomb College, B.A., 1954 Vanderbilt University, M.A., 1958 Ph. D., 1962. Taught ",,,
"HARZEM, PETER",PETER HARZEM,"mber 24, 1970. Children: one. Education:University of London, B.S., 1963 University of North Wales, Ph.D., 1968. Taught at the Uni",,,
"HOLMES, JACK DAVID LAZARUS",JACK DAVID LAZARUS HOLMES,"ied:Stephanie Pasneker, 1971. Education:Florida State University, B.A., 1952 University of Florida, M.A., 1953 National University",,,
"LINN, MARJORIE LEES",MARJORIE LEES LINN,iam L. Linn. Children: three. Attended thirteen grade schools in three states by the age of eleven and quit school in the ninth gr,,,
"LITTLETON, TAYLOR DOWE",TAYLOR DOWE LITTLETON,"illiams, 1954. Children:Four. Education:Florida State University, B.S., 1951, M.A., 1952, Ph.D., 1960. US Army, 1952-54. Florida S",,,
"McFARLAND, PHILIP JAMES",PHILIP JAMES McFARLAND," July 23, 1960. Children:Two. Education:B.A., 1951, Oberlin College St Catherine's College, Cambridge University, M.A., 1957.Serve",,,
"McKOWN, DELOS BANNING",DELOS BANNING McKOWN,"tember 4, 1958. Children:Two. Education:B.A., Alma College, 1951 B.D., Lexington Theological Seminary, 1955 M.A., University of Ke",,,
"MIMS, LAMBERT C.",LAMBERT C. MIMS,"eecie Phillips. Children:Two. Education:public schools, Uriah. Employed as retail and wholesale food business, 1948-1965 owner, Mi",,,
"PAXTON, MARY JEAN WALLACE",MARY JEAN WALLACE PAXTON,"ember 27, 1978. Children:One. Education:St Mary's College of Notre Dame, B.S., 1957 University of Notre Dame, Ph.D., 1964 graduate",,,
