Last_First,First_Last,info,location,latitude,longitude
"LENNARD, WILLIAM CARVER",WILLIAM CARVER LENNARD,NOT FOUND,,,
"McLAURIN, MELTON ALONZA",MELTON ALONZA McLAURIN,NOT FOUND,,,
"THOMAS, RONNIE",RONNIE THOMAS,NOT FOUND,,,
"WININGER, DAVID DeLEAL",DAVID DeLEAL WININGER,NOT FOUND,,,
"WORTHAM, JOHN DAVID",JOHN DAVID WORTHAM,"versity of Texas, Ph.D. 1967. Taught in Houston schools, 1964-1965 Georgia Southern College, 1967-1969 University of Alabama, Birm",,,
"ALLEN, CATHERINE BRYANT",CATHERINE BRYANT ALLEN,NOT FOUND,,,
"BADGER, RODNEY REID",RODNEY REID BADGER,NOT FOUND,,,
"BARNARD, WILLIAM DEAN",WILLIAM DEAN BARNARD,"ity of Virginia, Ph.D., 1971. Taught at the University of South Alabama, 1968-1972 employed by the Alabama Commission on Higher Ed",,,
"BROWNELL, BLAINE ALLISON",BLAINE ALLISON BROWNELL,NOT FOUND,,,
"BURKE, JOHN JOSEPH, JR.",JOHN JOSEPH BURKE JR.," in Los Angeles, Ph.D., 1974. Taught English at the University of California in San Diego, 1973-1974, and at the University of Ala",,,
"CLAYTON, LAWRENCE ANTHONY",LAWRENCE ANTHONY CLAYTON,"ity, M.A., 1969, Ph.D., 1972. Taught history and served as director of the Latin American Studies Program at the University of Ala",,,
"DELBENE, RONALD NORMAN",RONALD NORMAN DELBENE,"scopal Church, December 1979. Taught at Mary Manse College, Toledo, Ohio, 1965-1967 director of campus ministry at Newman Center, ",,,
"GUNDLACH, JAMES H.",JAMES H. GUNDLACH,NOT FOUND,,,
"HANNAH, BARRY",BARRY HANNAH,"sas, M.A., 1966 M.F.A., 1967. Taught at Clemson University, 1967-1973 writer-in-residence, Middlebury College, 1974-75 University ",,,
"HELMS, RANDEL",RANDEL HELMS,"y of Washington, Ph.D., 1968. Taught English at the University of California in Los Angeles, 1968-1977 and Arizona State Universit",,,
"JONES, CLEON JOSEPH",CLEON JOSEPH JONES,NOT FOUND,,,
"MOATES, MARIANNE MERRILL",MARIANNE MERRILL MOATES,NOT FOUND,,,
"PENNY, MORRIS M.",MORRIS M. PENNY,NOT FOUND,,,
"PONDER, FREDA ODALENE LITTLE",FREDA ODALENE LITTLE PONDER,NOT FOUND,,,
"ROBINSON, MARILETA SAWYER",MARILETA SAWYER ROBINSON,NOT FOUND,,,
"SMITH, ANITA",ANITA SMITH,Alabama named Alabama's Young Career Woman by Federation of Business and Professional Women's Clubs awarded certificate of achieve,,,
"SMITH, LARRY J.",LARRY J. SMITH,NOT FOUND,,,
"STOUDENMIRE, JOHN",JOHN STOUDENMIRE,"ppi Psychological Association taught at University of Southern Mississippi, and Mississippi State wrote column ""Coping Better"" for",,,
"THOMASON, MICHAEL VINCENT R.",MICHAEL VINCENT R. THOMASON," University, Ph.D. After 1978 taught at University of South Alabama and was director of its photographic archives. Had photographi",,,
WEATHERLY THOMAS ELIAS,THOMAS ELIAS WEATHERLY," suspended. US Marines, 1961. Taught art at Rutgers University, 1969-1970 creative writing Bishop College, Dallas, 1970 poet in re",,,
"WEAVER, DAVID C.",DAVID C. WEAVER,"te of Technology, M.A., 1980. Taught at University of Manchester, 1967-1968 University of Leicester, 1968-1969 West Georgia Colleg",,,
"WILES, DAVID KIMBALL",DAVID KIMBALL WILES,"da, M.Ed., 1967, Ed.D., 1969. Taught at University of Florida Ontario Institute for the Study of Education Virginia Polytechnic In",,,
"WRIGHT, STEVE",STEVE WRIGHT,NOT FOUND,,,
"BREEN, JON LINN",JON LINN BREEN,NOT FOUND,,,
"GAINES, CHARLES LATHAM, JR.","CHARLES LATHAM GAINES, JR.",NOT FOUND,,,
"GAMBLE, ROBERT S.",ROBERT S. GAMBLE,NOT FOUND,,,
"GOODWIN, STEPHEN",STEPHEN GOODWIN,NOT FOUND,,,
"HOBSON, FRED COLBY, JR.","FRED COLBY HOBSON, JR.","rnal and Sentinel, 1966-1970. Taught at Virginia Western College, 1971-1972 University of Alabama, 1972-1986 LSU, 1986-89 Universi",,,
"LaMONTE, EDWARD SHANNON",EDWARD SHANNON LaMONTE,NOT FOUND,,,
"LENTZ, PERRY CARLTON",PERRY CARLTON LENTZ,"ment at Kenyon.  Lentz House, home of the English Department at Kenyon, was named in his honor.  ",,,
"McWILLIAMS, TENNANT S.",TENNANT S. McWILLIAMS,NOT FOUND,,,
"METTEE, MAURICE F.",MAURICE F. METTEE,NOT FOUND,,,
"PERLIS, ALAN DAVID",ALAN DAVID PERLIS,"ity of Michigan, Ph.D., 1969. Taught at the University of Michigan, 1969-1970 Beloit College, 1970-1975 Head of Department of Engl",,,
"SPENCER, SAMIA ISKANDER",SAMIA ISKANDER SPENCER,NOT FOUND,,,
"THORNTON, JONATHAN MILLS, III",JONATHAN MILLS THORNTON III,"sity, Ph.M. 1969, Ph.D., 1974.Taught University of Illinois at Chicago Circle, 1971-1974 University of Michigan, 1974-2010 contrib",,,
"WILSON, THOMAS HENRY",THOMAS HENRY WILSON," Medical Service Corps, 1971. Taught biology at Judson College, 1972- academic counselor, adult degree program. Awarded Holly Teac",,,
"BEIDLER, PHILIP",PHILIP BEIDLER,NOT FOUND,,,
"CHENEY, ANNE",ANNE CHENEY,"ity, M.A., 1968, Ph.D., 1971. Taught English and American literature at Virginia Polytechnic Institute and State University, 1968-",,,
"CROMMELIN, QUENTIN, JR.","QUENTIN CROMMELIN, JR.",NOT FOUND,,,
"DAVIS, ANGELA YVONNE",ANGELA YVONNE DAVIS," Ph. D. Humboldt University.  Taught philosophy at U.C.L.A., 1969-1970 University of California at Santa Cruz, 1991-2008 San Franc",,,
"JOHNSON, MARY ELIZABETH",MARY ELIZABETH JOHNSON,NOT FOUND,,,
"JOINER, HARRY MASON",HARRY MASON JOINER,"mber Academy of International Business Educators International Studies Association Alabama Political Science Association.
",,,
"MARTIN, EMILY",EMILY MARTIN,NOT FOUND,,,
"SLOAN, STEPHEN CHARLES",STEPHEN CHARLES SLOAN,NOT FOUND,,,
"WHITE, MARJORIE LONGNECKER",MARJORIE LONGNECKER WHITE,NOT FOUND,,,
"BENTON, JEFFREY C.",JEFFREY C. BENTON,ooks for NewSouth publishers. Taught history at the University of Maryland Far East Division the Citadel the Air War College and s,,,
"BONNIE, FREDERIC JOSEPH",FREDERIC JOSEPH BONNIE,"on Corporation, 1979-1983 and taught fiction writing, UAB Special Studies, 1978-1982. Editor and publisher of the Isinglass Review",,,
"COLLINS, WILLARD ANDREW",WILLARD ANDREW COLLINS,NOT FOUND,,,
"COOK, BEN",BEN COOK,NOT FOUND,,,
"McMURRY, LINDA OTT",LINDA OTT McMURRY,NOT FOUND,,,
"MELLOWN, ROBERT OLIVER",ROBERT OLIVER MELLOWN,NOT FOUND,,,
"RUSH, ANNE KENT",ANNE KENT RUSH,NOT FOUND,,,
"SEALES, BOBBY JOE",BOBBY JOE SEALES,":
Businessman, church layman. Born:Feb. 4, 1945, in Shelby Co., Ala. Parents:Charles Audry and Naomi (",,,
"TILFORD, EARL H., JR.","EARL H. TILFORD, JR.",NOT FOUND,,,
"WELCH, PAULETTE VIRGINIA",PAULETTE VIRGINIA WELCH,NOT FOUND,,,
"DUBOIS, ROCHELLE LYNN HOLT",ROCHELLE LYNN HOLT DUBOIS,"ific University, Ph.D., 1980. Taught at Morningside College, 1970-1973 Rust College, 1973-1974 Mississippi Industrial College, 197",,,
"HERPORT, SUSAN HALL",SUSAN HALL HERPORT,NOT FOUND,,,
"LOLLAR, COLEMAN AUBREY, JR.","COLEMAN AUBREY LOLLAR, JR.",NOT FOUND,,,
"STAFFO, DONALD",DONALD STAFFO,NOT FOUND,,,
"WIER, ALLEN",ALLEN WIER,NOT FOUND,,,
"CATHER, JAMES PAT",JAMES PAT CATHER,NOT FOUND,,,
"MICHAEL, MARILYN ANNE LOSCO",MARILYN ANNE LOSCO MICHAEL,NOT FOUND,,,
"STEWART, FRANK",FRANK STEWART,a. Served in US Army in Korea taught and wrote after 1975 became professional bridge player associate editor of Contract Bridge Bu,,,
"BANISTER, GARY L.",GARY L. BANISTER,NOT FOUND,,,
"BRILES, EVE IDA BARAK",EVE IDA BARAK BRILES,NOT FOUND,,,
"CHANDLER, JEROME GREER",JEROME GREER CHANDLER,NOT FOUND,,,
"CORLEY, ROBERT GAINES",ROBERT GAINES CORLEY,NOT FOUND,,,
"FLOYD, JOHN ALEX, JR.","JOHN ALEX FLOYD, JR.",NOT FOUND,,,
"KANELOS, FRANK THEODORE",FRANK THEODORE KANELOS,NOT FOUND,,,
"LOGAN, KATHLEEN",KATHLEEN LOGAN,NOT FOUND,,,
"SCHROEDER, DAVID P.",DAVID P. SCHROEDER,NOT FOUND,,,
"SIDES, WAYNE",WAYNE SIDES,NOT FOUND,,,
"STOVALL, JAMES GLEN",JAMES GLEN STOVALL,NOT FOUND,,,
"ACCARDI, JAMES ROY",JAMES ROY ACCARDI,NOT FOUND,,,
"BREWER, SONNY",SONNY BREWER,NOT FOUND,,,
"FUTATO, EUGENE MADISON",EUGENE MADISON FUTATO,NOT FOUND,,,
"HOWELL, JOSEPH BENTON",JOSEPH BENTON HOWELL,NOT FOUND,,,
"WIER, DARA",DARA WIER,"ate University, M.F.A., 1974. Taught at University of Pittsburgh Hollins College University of Alabama. Awarded National Endowment",,,
"WILLIAMS, HANK, JR.","HANK WILLIAMS, JR.",NOT FOUND,,,
"WOODRUFF, NAN ELIZABETH",NAN ELIZABETH WOODRUFF,NOT FOUND,,,
"ARMSTRONG, STEPHEN W.",STEPHEN W. ARMSTRONG,NOT FOUND,,,
"BROWNING, AL",AL BROWNING,NOT FOUND,,,
"HOWINGTON, LINDA S.",LINDA S. HOWINGTON,". Romance Writers of American Career Achievement Award, 2005.
",,,
"McDOWELL, MICHAEL",MICHAEL McDOWELL,"., Brandeis University, 1978. Taught screenwriting at Tufts and Boston Universities in the 1990's. Member:National Gay Task Force,",,,
"RUPLE, WAYNE DOUGLAS",WAYNE DOUGLAS RUPLE,NOT FOUND,,,
"WILSON, ZEBULON VANCE",ZEBULON VANCE WILSON,"ention, Pushcart Prize, 1982. Taught English and was principal, Lovett School, 1974-1979 southeast director of Independent Educati",,,
"DEDERER, JOHN MORGAN",JOHN MORGAN DEDERER,NOT FOUND,,,
"MCDOWELL, DEBORAH E.",DEBORAH E. MCDOWELL,NOT FOUND,,,
"BROWN, STEVEN FORD",STEVEN FORD BROWN,NOT FOUND,,,
"COTTLE, JOHN",JOHN COTTLE,"y of Alabama Law School, 1978.Practiced law in Alabama and Florida currently a senior attorney in the firm of Becker and Poliakoff",,,
"HANSEN, JAMES R.",JAMES R. HANSEN,NOT FOUND,,,
"MONTGOMERY, THERON EARLE, III",THERON EARLE MONTGOMERY III,NOT FOUND,,,
"NORRELL, ROBERT JEFFERSON",ROBERT JEFFERSON NORRELL,NOT FOUND,,,
"WRIGHT, AMOS JASPER, III",AMOS JASPER WRIGHT III,NOT FOUND,,,
"VOLZ, JAMES THOMAS",JAMES THOMAS VOLZ,"versity, Fund Raising School. Taught at Bowling Green, Colorado College, Wright State, University of Alabama, University of Colora",,,
"ARMSTRONG, JOHN LEE, JR.",JOHN LEE JR. ARMSTRONG,NOT FOUND,,,
"SIMS, GEORGE E.",GEORGE E. SIMS,NOT FOUND,,,
"ALEXANDER, PAUL",PAUL ALEXANDER,NOT FOUND,,,
"FORD, TOMMY",TOMMY FORD,NOT FOUND,,,
"FORMICHELLA, JOE",JOE FORMICHELLA,NOT FOUND,,,
"HUMPHRIES, JOHN JEFFERSON",JOHN JEFFERSON HUMPHRIES,"m Yale University, 1977-1981. Taught French at Yale, 1982, French and Italian at Louisiana State Univ., 1982-. Member Modern Langu",,,
"KITTINGER, JO SUSENBACH",JO SUSENBACH KITTINGER,NOT FOUND,,,
"BYNUM, MIKE",MIKE BYNUM,NOT FOUND,,,
"ANDREWS, ANDY",ANDY ANDREWS,NOT FOUND,,,
"WILLIAMS, JULIE HEDGEPETH",JULIE HEDGEPETH WILLIAMS,NOT FOUND,,,
"FELDMAN, GLENN",GLENN FELDMAN," of history at UAB, 1996-2015 taught Economics and African American Studies  served as Director of the Center for Labor Education ",,,
"CURNUTT, KIRK",KIRK CURNUTT,NOT FOUND,,,
"McDERMOTT, JOHN CLARK",JOHN CLARK McDERMOTT,NOT FOUND,,,
Author_Last_Name_First_Name,Author_First_Name_Last_Name,NOT FOUND,,,
"BANCROFT, BETSY BARBER",BETSY BARBER BANCROFT,NOT FOUND,,,
"BARRA, ALLEN",ALLEN BARRA,NOT FOUND,,,
"REED, WENDY M.",WENDY M. REED,NOT FOUND,,,
